job_skill_id,job_id,skill_id,requirement_level
3259,936,25,Required
3260,2144,19,Nice-to-have
3261,2144,34,Preferred
3262,849,31,Preferred
3263,849,19,Preferred
3264,4569,35,Required
3265,4569,33,Nice-to-have
3266,923,35,Preferred
3267,923,18,Preferred
3268,923,9,Required
3269,4615,20,Required
3270,2021,24,Preferred
3271,2021,34,Nice-to-have
3272,4185,20,Required
3273,2151,20,Preferred
3274,880,15,Required
3275,2073,25,Required
3276,2057,24,Preferred
3277,2057,34,Nice-to-have
3278,704,25,Required
3279,659,34,Nice-to-have
3280,659,35,Required
3281,4685,20,Nice-to-have
3282,1879,22,Nice-to-have
3283,1879,25,Nice-to-have
3284,1079,22,Nice-to-have
3285,1079,25,Required
3286,2164,26,Required
3287,1456,25,Preferred
3288,4399,19,Preferred
3289,4399,34,Required
3290,1881,32,Preferred
3291,2169,25,Required
3292,4792,19,Nice-to-have
3293,4792,34,Required
3294,1894,16,Required
3295,1894,26,Nice-to-have
3296,1894,17,Nice-to-have
3297,4232,28,Nice-to-have
3298,4232,34,Nice-to-have
3299,1935,22,Nice-to-have
3300,1935,25,Nice-to-have
3301,864,12,Nice-to-have
3302,864,21,Nice-to-have
3303,864,17,Required
3304,2128,13,Preferred
3305,1267,35,Nice-to-have
3306,1267,33,Preferred
3307,1999,19,Required
3308,1999,34,Preferred
3309,4245,34,Preferred
3310,4245,24,Required
3311,1722,20,Preferred
3312,847,24,Nice-to-have
3313,847,34,Required
3314,795,32,Nice-to-have
3315,2078,34,Preferred
3316,2078,24,Preferred
3317,4803,20,Preferred
3318,796,34,Preferred
3319,796,24,Preferred
3320,926,13,Nice-to-have
3321,1942,13,Nice-to-have
3322,4783,34,Required
3323,4783,24,Nice-to-have
3324,1989,35,Nice-to-have
3325,1989,33,Preferred
3326,4464,13,Required
3327,4656,13,Required
3328,4619,20,Nice-to-have
3329,1872,35,Preferred
3330,1872,33,Required
3331,4344,23,Nice-to-have
3332,4344,27,Preferred
3333,4344,1,Required
3334,4620,20,Nice-to-have
3335,1915,22,Required
3336,1915,25,Preferred
3337,4166,20,Nice-to-have
3338,4571,35,Required
3339,4571,33,Nice-to-have
3340,4847,28,Required
3341,4847,29,Required
3342,4847,30,Preferred
3343,2269,34,Required
3344,2269,17,Preferred
3345,1861,22,Preferred
3346,1861,25,Required
3347,4678,13,Preferred
3348,1068,20,Nice-to-have
3349,2075,25,Required
3350,2079,20,Nice-to-have
3351,952,13,Required
3352,2024,20,Preferred
3353,2062,20,Required
3354,596,20,Required
3355,1919,35,Required
3356,1919,33,Required
3357,4793,19,Nice-to-have
3358,4793,34,Preferred
3359,4699,22,Preferred
3360,4699,25,Preferred
3361,672,22,Nice-to-have
3362,672,25,Preferred
3363,1038,13,Nice-to-have
3364,1418,34,Nice-to-have
3365,1418,24,Preferred
3366,803,10,Nice-to-have
3367,803,11,Preferred
3368,1957,20,Required
3369,4341,28,Nice-to-have
3370,4341,34,Preferred
3371,982,35,Nice-to-have
3372,982,33,Preferred
3373,1076,13,Nice-to-have
3374,4029,31,Required
3375,4029,19,Required
3376,2125,31,Preferred
3377,407,23,Preferred
3378,4558,13,Nice-to-have
3379,856,11,Nice-to-have
3380,4777,35,Nice-to-have
3381,4777,33,Required
3382,4610,24,Preferred
3383,2040,20,Preferred
3384,4639,28,Preferred
3385,4639,34,Preferred
3386,1832,22,Preferred
3387,1832,25,Required
3388,919,35,Nice-to-have
3389,919,18,Nice-to-have
3390,919,9,Required
3391,2119,31,Nice-to-have
3392,2026,20,Required
3393,4802,19,Preferred
3394,4802,34,Nice-to-have
3395,1552,20,Nice-to-have
3396,1813,13,Required
3397,620,22,Preferred
3398,620,25,Preferred
3399,4604,22,Preferred
3400,4604,25,Nice-to-have
3401,980,13,Nice-to-have
3402,4406,22,Preferred
3403,4406,25,Nice-to-have
3404,500,19,Nice-to-have
3405,500,31,Nice-to-have
3406,500,26,Required
3407,1790,13,Required
3408,688,34,Nice-to-have
3409,688,24,Preferred
3410,1075,13,Preferred
3411,883,35,Required
3412,883,33,Required
3413,399,34,Preferred
3414,399,24,Nice-to-have
3415,4361,34,Required
3416,4361,24,Required
3417,4671,13,Preferred
3418,1587,5,Preferred
3419,1587,11,Required
3420,1587,22,Required
3421,1804,13,Preferred
3422,4632,28,Preferred
3423,4632,29,Required
3424,4632,30,Nice-to-have
3425,981,35,Required
3426,981,33,Preferred
3427,1998,23,Preferred
3428,1998,15,Nice-to-have
3429,1998,22,Preferred
3430,4480,35,Preferred
3431,4480,33,Nice-to-have
3432,1023,13,Preferred
3433,2127,9,Preferred
3434,2127,25,Nice-to-have
3435,2127,34,Preferred
3436,2267,19,Nice-to-have
3437,2267,34,Preferred
3438,3527,13,Nice-to-have
3439,1227,22,Preferred
3440,1227,25,Required
3441,4811,19,Required
3442,4811,34,Required
3443,1053,22,Preferred
3444,1053,25,Preferred
3445,4689,13,Preferred
3446,4660,35,Preferred
3447,4660,33,Preferred
3448,2160,35,Preferred
3449,2160,33,Preferred
3450,711,20,Preferred
3451,645,14,Nice-to-have
3452,645,12,Required
3453,645,25,Required
3454,4456,34,Nice-to-have
3455,4456,24,Preferred
3456,1580,11,Nice-to-have
3457,4260,20,Required
3458,2048,22,Preferred
3459,2048,25,Required
3460,4851,25,Nice-to-have
3461,4352,34,Nice-to-have
3462,4352,24,Required
3463,4416,34,Nice-to-have
3464,4416,24,Preferred
3465,925,13,Required
3466,4578,13,Nice-to-have
3467,4522,25,Nice-to-have
3468,766,31,Required
3469,766,19,Required
3470,4225,34,Nice-to-have
3471,4225,24,Preferred
3472,417,26,Required
3473,2173,25,Nice-to-have
3474,2238,35,Preferred
3475,2238,33,Required
3476,4445,8,Nice-to-have
3477,4445,25,Nice-to-have
3478,1717,22,Nice-to-have
3479,1717,25,Preferred
3480,1911,20,Required
3481,1600,8,Nice-to-have
3482,1600,25,Nice-to-have
3483,1600,4,Required
3484,2014,13,Nice-to-have
3485,967,13,Preferred
3486,2145,25,Required
3487,4549,34,Preferred
3488,4549,35,Preferred
3489,4549,28,Preferred
3490,4373,13,Nice-to-have
3491,978,13,Required
3492,4778,28,Required
3493,4778,34,Preferred
3494,4265,35,Nice-to-have
3495,4265,33,Preferred
3496,5302,16,Nice-to-have
3497,5302,17,Required
3498,934,13,Nice-to-have
3499,5356,16,Preferred
3500,5356,17,Preferred
3501,4790,35,Preferred
3502,4790,33,Required
3503,947,13,Nice-to-have
3504,538,35,Nice-to-have
3505,4653,20,Required
3506,2132,20,Required
3507,765,34,Nice-to-have
3508,765,24,Required
3509,548,13,Preferred
3510,4356,24,Nice-to-have
3511,4356,34,Preferred
3512,4546,4,Preferred
3513,4546,28,Required
3514,4051,31,Preferred
3515,4051,19,Nice-to-have
3516,1812,20,Preferred
3517,4762,24,Preferred
3518,4762,34,Preferred
3519,4531,34,Preferred
3520,2224,22,Required
3521,2224,25,Required
3522,770,25,Nice-to-have
3523,1936,35,Nice-to-have
3524,1936,33,Preferred
3525,4645,13,Nice-to-have
3526,4446,20,Preferred
3527,2198,13,Required
3528,2285,28,Nice-to-have
3529,2285,34,Preferred
3530,4613,13,Nice-to-have
3531,3359,28,Required
3532,3359,34,Required
3533,1021,35,Preferred
3534,1021,33,Required
3535,838,25,Preferred
3536,4770,25,Preferred
3537,4770,22,Nice-to-have
3538,4800,14,Nice-to-have
3539,4800,12,Required
3540,4800,25,Nice-to-have
3541,4904,16,Nice-to-have
3542,4904,17,Nice-to-have
3543,4723,4,Required
3544,4723,28,Nice-to-have
3545,4840,19,Preferred
3546,4840,34,Required
3547,1062,13,Preferred
3548,4346,31,Required
3549,4346,19,Nice-to-have
3550,5307,16,Preferred
3551,5307,17,Required
3552,5377,20,Preferred
3553,4820,20,Nice-to-have
3554,5327,16,Required
3555,5327,17,Nice-to-have
3556,3503,13,Nice-to-have
3557,5337,16,Nice-to-have
3558,5337,17,Required
3559,4447,20,Required
3560,4805,19,Nice-to-have
3561,4805,34,Required
3562,2273,22,Preferred
3563,4856,16,Preferred
3564,4856,17,Required
3565,854,14,Preferred
3566,854,12,Nice-to-have
3567,854,25,Nice-to-have
3568,4007,13,Nice-to-have
3569,2131,26,Nice-to-have
3570,1025,13,Required
3571,4362,34,Required
3572,4362,24,Preferred
3573,4818,34,Preferred
3574,4818,24,Nice-to-have
3575,2253,34,Required
3576,2253,17,Required
3577,2090,35,Required
3578,2090,33,Nice-to-have
3579,5460,13,Preferred
3580,4775,10,Preferred
3581,4775,11,Preferred
3582,4329,35,Preferred
3583,4329,33,Preferred
3584,4385,14,Preferred
3585,4385,12,Required
3586,4385,25,Preferred
3587,4774,20,Preferred
3588,3947,13,Nice-to-have
3589,4686,22,Nice-to-have
3590,4686,25,Nice-to-have
3591,605,35,Required
3592,605,33,Nice-to-have
3593,904,35,Required
3594,904,18,Nice-to-have
3595,904,9,Nice-to-have
3596,4823,9,Nice-to-have
3597,4823,25,Preferred
3598,4823,34,Nice-to-have
3599,2122,33,Nice-to-have
3600,4727,19,Preferred
3601,4727,34,Preferred
3602,604,35,Preferred
3603,604,33,Nice-to-have
3604,4227,35,Nice-to-have
3605,4227,33,Preferred
3606,123,22,Required
3607,123,25,Nice-to-have
3608,2143,25,Nice-to-have
3609,1979,35,Preferred
3610,1979,33,Preferred
3611,902,35,Nice-to-have
3612,902,33,Nice-to-have
3613,1738,22,Preferred
3614,1738,25,Preferred
3615,725,25,Preferred
3616,2180,21,Required
3617,4903,16,Nice-to-have
3618,4903,17,Required
3619,1035,13,Required
3620,5435,13,Required
3621,971,13,Preferred
3622,4162,13,Preferred
3623,4107,22,Required
3624,4107,25,Preferred
3625,686,35,Preferred
3626,686,33,Required
3627,5340,20,Preferred
3628,5469,13,Required
3629,4429,20,Preferred
3630,4517,24,Nice-to-have
3631,4517,34,Nice-to-have
3632,1056,13,Preferred
3633,3371,35,Nice-to-have
3634,3371,33,Preferred
3635,874,34,Nice-to-have
3636,874,24,Nice-to-have
3637,1396,22,Required
3638,1396,25,Required
3639,848,34,Required
3640,848,24,Nice-to-have
3641,4824,19,Preferred
3642,4824,34,Required
3643,4379,14,Required
3644,4379,12,Nice-to-have
3645,4379,25,Preferred
3646,933,13,Required
3647,2276,34,Preferred
3648,2276,17,Nice-to-have
3649,4910,16,Nice-to-have
3650,4910,17,Required
3651,377,7,Required
3652,377,32,Nice-to-have
3653,5345,16,Preferred
3654,5345,17,Nice-to-have
3655,5385,13,Nice-to-have
3656,2098,13,Nice-to-have
3657,4582,13,Nice-to-have
3658,4916,16,Required
3659,4916,17,Required
3660,843,20,Nice-to-have
3661,5393,13,Required
3662,4872,16,Nice-to-have
3663,4872,17,Nice-to-have
3664,5459,13,Nice-to-have
3665,860,34,Required
3666,860,24,Nice-to-have
3667,1561,1,Required
3668,1561,2,Nice-to-have
3669,4337,34,Nice-to-have
3670,4337,24,Preferred
3671,2093,13,Preferred
3672,857,34,Nice-to-have
3673,857,24,Nice-to-have
3674,2010,22,Nice-to-have
3675,2225,20,Required
3676,5360,16,Nice-to-have
3677,5360,17,Preferred
3678,4269,28,Preferred
3679,4269,34,Preferred
3680,955,35,Required
3681,955,33,Required
3682,715,28,Preferred
3683,715,34,Nice-to-have
3684,950,13,Nice-to-have
3685,4809,25,Preferred
3686,4809,22,Nice-to-have
3687,261,25,Required
3688,5410,34,Nice-to-have
3689,5410,19,Nice-to-have
3690,621,34,Preferred
3691,621,24,Required
3692,74,34,Preferred
3693,74,24,Required
3694,1529,26,Nice-to-have
3695,2216,13,Required
3696,1887,35,Preferred
3697,1887,33,Required
3698,2222,20,Preferred
3699,4744,34,Required
3700,4744,24,Preferred
3701,1953,34,Required
3702,1953,24,Nice-to-have
3703,1711,14,Preferred
3704,1711,12,Required
3705,1711,25,Preferred
3706,4572,13,Required
3707,4627,20,Required
3708,4627,25,Preferred
3709,4627,35,Preferred
3710,330,13,Preferred
3711,2232,25,Preferred
3712,5352,16,Required
3713,5352,17,Preferred
3714,4354,34,Nice-to-have
3715,4354,24,Required
3716,572,31,Preferred
3717,572,19,Nice-to-have
3718,4206,34,Required
3719,4206,24,Required
3720,4636,35,Nice-to-have
3721,4636,33,Nice-to-have
3722,4642,31,Preferred
3723,4642,19,Nice-to-have
3724,3391,35,Nice-to-have
3725,3391,33,Preferred
3726,853,35,Nice-to-have
3727,853,33,Required
3728,5400,13,Preferred
3729,801,10,Nice-to-have
3730,801,11,Preferred
3731,5312,16,Nice-to-have
3732,5312,17,Nice-to-have
3733,782,13,Nice-to-have
3734,2208,34,Required
3735,2208,24,Preferred
3736,4863,16,Nice-to-have
3737,4863,17,Required
3738,5472,27,Required
3739,5472,33,Nice-to-have
3740,5472,20,Preferred
3741,3954,31,Nice-to-have
3742,3954,19,Nice-to-have
3743,678,22,Nice-to-have
3744,678,25,Preferred
3745,3431,35,Required
3746,3431,33,Required
3747,776,31,Nice-to-have
3748,776,19,Nice-to-have
3749,4624,13,Required
3750,4912,35,Nice-to-have
3751,4912,33,Required
3752,2086,20,Nice-to-have
3753,3322,19,Required
3754,3322,34,Preferred
3755,4680,14,Required
3756,4680,12,Preferred
3757,4680,25,Required
3758,4647,19,Required
3759,4647,34,Nice-to-have
3760,1032,35,Preferred
3761,1032,33,Preferred
3762,1787,20,Required
3763,1787,25,Required
3764,1787,35,Nice-to-have
3765,4835,19,Nice-to-have
3766,4835,34,Nice-to-have
3767,4423,35,Required
3768,4423,33,Nice-to-have
3769,2149,20,Preferred
3770,5406,27,Nice-to-have
3771,5406,33,Required
3772,5406,20,Preferred
3773,4873,16,Nice-to-have
3774,4873,17,Preferred
3775,4251,35,Required
3776,4251,33,Preferred
3777,1739,22,Preferred
3778,1739,25,Nice-to-have
3779,1007,35,Required
3780,1007,33,Nice-to-have
3781,1611,18,Preferred
3782,1611,12,Nice-to-have
3783,1611,25,Preferred
3784,2134,20,Required
3785,1948,25,Required
3786,2251,35,Required
3787,2251,13,Required
3788,772,35,Preferred
3789,772,33,Required
3790,5294,16,Nice-to-have
3791,5294,17,Preferred
3792,5389,24,Preferred
3793,5389,34,Preferred
3794,4573,13,Nice-to-have
3795,2117,22,Nice-to-have
3796,2117,25,Required
3797,2018,22,Nice-to-have
3798,2018,25,Required
3799,1004,13,Nice-to-have
3800,820,34,Required
3801,820,24,Preferred
3802,4350,32,Preferred
3803,748,20,Preferred
3804,4657,35,Required
3805,4657,33,Preferred
3806,2102,32,Preferred
3807,5502,20,Nice-to-have
3808,1747,22,Preferred
3809,1747,25,Required
3810,4780,20,Preferred
3811,2027,35,Preferred
3812,2027,33,Nice-to-have
3813,4228,35,Required
3814,4228,33,Preferred
3815,4850,28,Nice-to-have
3816,4850,29,Preferred
3817,4850,30,Required
3818,1802,22,Preferred
3819,1802,25,Nice-to-have
3820,5395,13,Nice-to-have
3821,810,35,Preferred
3822,810,33,Nice-to-have
3823,1052,24,Preferred
3824,1052,34,Required
3825,2311,13,Required
3826,2186,25,Required
3827,1886,20,Required
3828,2317,15,Required
3829,2317,13,Preferred
3830,4282,35,Nice-to-have
3831,4282,33,Required
3832,870,28,Required
3833,2255,19,Required
3834,2255,34,Required
3835,710,13,Preferred
3836,720,32,Preferred
3837,1779,19,Required
3838,1779,34,Required
3839,4816,20,Nice-to-have
3840,1931,26,Preferred
3841,4529,20,Required
3842,4899,16,Required
3843,4899,17,Nice-to-have
3844,4748,19,Required
3845,4748,34,Preferred
3846,2247,34,Nice-to-have
3847,2247,24,Nice-to-have
3848,2153,35,Nice-to-have
3849,2153,33,Preferred
3850,5503,34,Nice-to-have
3851,5503,24,Nice-to-have
3852,826,35,Preferred
3853,826,33,Preferred
3854,4028,34,Required
3855,4028,24,Preferred
3856,2257,34,Nice-to-have
3857,4808,19,Required
3858,4808,34,Preferred
3859,2136,20,Required
3860,2204,28,Required
3861,2204,34,Preferred
3862,1764,26,Preferred
3863,4779,28,Nice-to-have
3864,4779,34,Required
3865,2237,20,Preferred
3866,1969,32,Required
3867,4109,22,Preferred
3868,4109,25,Nice-to-have
3869,4376,34,Nice-to-have
3870,4376,24,Preferred
3871,644,6,Required
3872,644,7,Nice-to-have
3873,4883,34,Preferred
3874,4883,24,Required
3875,636,6,Required
3876,636,7,Preferred
3877,2308,35,Required
3878,2308,33,Preferred
3879,5452,22,Required
3880,5452,25,Preferred
3881,5313,16,Preferred
3882,5313,17,Nice-to-have
3883,4759,35,Preferred
3884,4759,33,Nice-to-have
3885,574,35,Nice-to-have
3886,574,33,Preferred
3887,1783,13,Required
3888,616,20,Nice-to-have
3889,1863,22,Preferred
3890,1863,25,Nice-to-have
3891,4845,19,Nice-to-have
3892,4845,34,Preferred
3893,4468,20,Required
3894,2177,20,Preferred
3895,1960,35,Required
3896,1960,33,Required
3897,965,13,Preferred
3898,642,32,Nice-to-have
3899,1612,33,Preferred
3900,1612,20,Nice-to-have
3901,4854,35,Preferred
3902,4854,33,Nice-to-have
3903,4596,26,Required
3904,4849,19,Nice-to-have
3905,4849,34,Preferred
3906,1901,23,Preferred
3907,4771,19,Preferred
3908,4771,34,Preferred
3909,4751,16,Preferred
3910,4751,19,Preferred
3911,4751,12,Nice-to-have
3912,2044,8,Required
3913,2044,25,Required
3914,4725,25,Nice-to-have
3915,4725,22,Nice-to-have
3916,2189,20,Nice-to-have
3917,4736,35,Preferred
3918,4736,33,Nice-to-have
3919,4708,9,Required
3920,4708,25,Nice-to-have
3921,4708,34,Nice-to-have
3922,2162,35,Nice-to-have
3923,2162,33,Nice-to-have
3924,835,34,Preferred
3925,835,24,Nice-to-have
3926,4733,28,Nice-to-have
3927,4733,34,Preferred
3928,5470,13,Nice-to-have
3929,4729,25,Nice-to-have
3930,4729,22,Nice-to-have
3931,4425,35,Preferred
3932,4425,33,Nice-to-have
3933,2089,20,Nice-to-have
3934,1030,26,Preferred
3935,465,21,Preferred
3936,4378,24,Nice-to-have
3937,4378,34,Nice-to-have
3938,4510,22,Nice-to-have
3939,4510,25,Required
3940,757,13,Preferred
3941,4336,34,Required
3942,4336,24,Required
3943,890,14,Required
3944,890,12,Nice-to-have
3945,890,25,Preferred
3946,1071,13,Required
3947,1833,35,Preferred
3948,1833,33,Nice-to-have
3949,4739,28,Nice-to-have
3950,4739,34,Nice-to-have
3951,2346,28,Nice-to-have
3952,2346,34,Nice-to-have
3953,1994,20,Nice-to-have
3954,5415,13,Preferred
3955,2007,31,Preferred
3956,2099,22,Required
3957,2099,25,Required
3958,383,28,Required
3959,5417,13,Required
3960,2157,31,Preferred
3961,5339,16,Nice-to-have
3962,5339,17,Preferred
3963,1509,34,Nice-to-have
3964,1509,24,Preferred
3965,4595,35,Preferred
3966,4595,33,Preferred
3967,4433,34,Required
3968,4433,24,Nice-to-have
3969,4242,34,Nice-to-have
3970,4242,24,Nice-to-have
3971,2343,34,Required
3972,2343,24,Nice-to-have
3973,1002,13,Preferred
3974,855,20,Required
3975,4846,19,Nice-to-have
3976,4846,34,Nice-to-have
3977,4919,16,Required
3978,4919,17,Nice-to-have
3979,2202,28,Nice-to-have
3980,2202,34,Required
3981,5336,16,Required
3982,5336,17,Required
3983,4258,32,Required
3984,348,21,Required
3985,5398,13,Preferred
3986,5397,13,Required
3987,4753,19,Preferred
3988,4753,34,Nice-to-have
3989,1809,13,Preferred
3990,4834,25,Required
3991,4834,22,Required
3992,4314,34,Preferred
3993,4314,24,Nice-to-have
3994,5437,13,Required
3995,4457,34,Preferred
3996,4457,24,Required
3997,4008,20,Nice-to-have
3998,5458,13,Required
3999,4884,35,Nice-to-have
4000,4884,33,Preferred
4001,5381,13,Nice-to-have
4002,1784,13,Nice-to-have
4003,4304,35,Required
4004,4304,33,Preferred
4005,4587,34,Preferred
4006,4587,24,Nice-to-have
4007,1092,25,Required
4008,5471,16,Preferred
4009,5471,33,Preferred
4010,5471,17,Preferred
4011,1119,22,Nice-to-have
4012,1119,25,Preferred
4013,4000,20,Preferred
4014,4879,16,Preferred
4015,4879,17,Nice-to-have
4016,2156,31,Required
4017,4865,16,Required
4018,4865,17,Required
4019,5333,16,Required
4020,5333,17,Nice-to-have
4021,4576,17,Required
4022,5399,13,Preferred
4023,4737,32,Preferred
4024,1908,22,Preferred
4025,1908,25,Nice-to-have
4026,2268,34,Preferred
4027,2268,17,Preferred
4028,5418,13,Nice-to-have
4029,3504,13,Required
4030,5384,13,Nice-to-have
4031,2324,32,Preferred
4032,2226,28,Nice-to-have
4033,2226,34,Nice-to-have
4034,4303,35,Nice-to-have
4035,4303,33,Required
4036,510,25,Nice-to-have
4037,670,20,Nice-to-have
4038,100,19,Required
4039,100,34,Required
4040,4901,16,Required
4041,4901,17,Preferred
4042,4665,20,Required
4043,878,35,Nice-to-have
4044,878,33,Required
4045,476,23,Preferred
4046,664,35,Preferred
4047,664,33,Preferred
4048,709,13,Required
4049,1547,34,Preferred
4050,865,34,Required
4051,865,24,Preferred
4052,728,13,Nice-to-have
4053,1362,20,Preferred
4054,1099,25,Required
4055,5392,13,Required
4056,2223,26,Nice-to-have
4057,2294,13,Nice-to-have
4058,2294,31,Preferred
4059,900,34,Preferred
4060,900,24,Preferred
4061,2301,26,Required
4062,2301,13,Required
4063,4796,35,Nice-to-have
4064,4796,33,Preferred
4065,997,35,Nice-to-have
4066,997,33,Nice-to-have
4067,2250,13,Nice-to-have
4068,5363,20,Required
4069,4463,13,Nice-to-have
4070,5523,35,Required
4071,5523,33,Nice-to-have
4072,4874,16,Nice-to-have
4073,4874,17,Nice-to-have
4074,4825,19,Required
4075,4825,34,Preferred
4076,963,13,Nice-to-have
4077,5539,13,Nice-to-have
4078,733,25,Nice-to-have
4079,4640,13,Preferred
4080,2218,22,Preferred
4081,2218,25,Nice-to-have
4082,4862,16,Preferred
4083,4862,17,Required
4084,815,10,Preferred
4085,815,11,Required
4086,4367,25,Nice-to-have
4087,4652,20,Preferred
4088,850,20,Required
4089,962,13,Required
4090,4700,22,Required
4091,4700,25,Required
4092,2341,35,Nice-to-have
4093,2341,33,Nice-to-have
4094,2337,22,Required
4095,2337,25,Nice-to-have
4096,4703,19,Required
4097,4703,34,Preferred
4098,1101,22,Preferred
4099,1101,25,Preferred
4100,4035,19,Nice-to-have
4101,4035,34,Required
4102,5409,22,Nice-to-have
4103,5409,25,Preferred
4104,5482,25,Preferred
4105,382,34,Nice-to-have
4106,4906,16,Required
4107,4906,17,Nice-to-have
4108,4839,19,Nice-to-have
4109,4839,34,Nice-to-have
4110,1014,35,Required
4111,1014,33,Required
4112,4822,19,Required
4113,4822,34,Required
4114,2423,35,Nice-to-have
4115,2423,33,Required
4116,2373,20,Nice-to-have
4117,4276,28,Required
4118,4276,34,Preferred
4119,5513,34,Required
4120,5513,24,Required
4121,1543,35,Preferred
4122,1543,33,Nice-to-have
4123,5334,16,Nice-to-have
4124,5334,17,Nice-to-have
4125,907,20,Preferred
4126,5430,27,Required
4127,5430,33,Preferred
4128,5430,20,Preferred
4129,1841,16,Required
4130,5354,16,Nice-to-have
4131,5354,17,Nice-to-have
4132,1109,19,Nice-to-have
4133,1109,34,Required
4134,1156,22,Preferred
4135,1156,25,Required
4136,4559,25,Nice-to-have
4137,2274,25,Nice-to-have
4138,2059,28,Required
4139,2059,34,Preferred
4140,5372,13,Nice-to-have
4141,4807,25,Required
4142,4764,19,Nice-to-have
4143,4764,34,Nice-to-have
4144,5344,16,Preferred
4145,5344,17,Preferred
4146,4881,16,Preferred
4147,4881,17,Required
4148,1594,33,Nice-to-have
4149,1594,20,Required
4150,5518,35,Required
4151,5518,33,Preferred
4152,2383,22,Required
4153,2383,25,Preferred
4154,1103,25,Nice-to-have
4155,4819,19,Required
4156,4819,34,Nice-to-have
4157,3490,20,Required
4158,1050,26,Required
4159,1013,35,Preferred
4160,1013,33,Required
4161,4418,20,Nice-to-have
4162,4867,16,Required
4163,4867,17,Nice-to-have
4164,5371,13,Required
4165,1094,22,Required
4166,754,19,Nice-to-have
4167,754,34,Nice-to-have
4168,4787,25,Required
4169,4787,22,Nice-to-have
4170,5396,13,Nice-to-have
4171,4461,34,Preferred
4172,4461,24,Nice-to-have
4173,2374,35,Preferred
4174,2374,33,Preferred
4175,629,34,Preferred
4176,629,24,Nice-to-have
4177,5305,16,Nice-to-have
4178,5305,17,Preferred
4179,1902,13,Required
4180,1060,13,Preferred
4181,5296,16,Required
4182,5296,17,Nice-to-have
4183,4791,25,Required
4184,3445,35,Nice-to-have
4185,3445,33,Nice-to-have
4186,4532,20,Nice-to-have
4187,4459,13,Required
4188,937,35,Preferred
4189,937,33,Required
4190,783,13,Preferred
4191,5498,25,Nice-to-have
4192,4750,19,Nice-to-have
4193,4750,34,Nice-to-have
4194,4760,20,Required
4195,797,25,Nice-to-have
4196,2191,20,Required
4197,5504,13,Preferred
4198,5432,25,Nice-to-have
4199,734,35,Nice-to-have
4200,734,33,Preferred
4201,5316,16,Preferred
4202,5316,17,Required
4203,4592,22,Nice-to-have
4204,1728,22,Nice-to-have
4205,1728,25,Preferred
4206,4513,16,Nice-to-have
4207,4513,22,Preferred
4208,2058,31,Preferred
4209,2058,19,Nice-to-have
4210,2129,20,Preferred
4211,1933,26,Required
4212,5309,16,Required
4213,5309,17,Preferred
4214,2053,14,Nice-to-have
4215,2053,12,Nice-to-have
4216,2053,25,Nice-to-have
4217,804,23,Required
4218,5346,16,Nice-to-have
4219,5346,17,Nice-to-have
4220,2263,22,Preferred
4221,4798,28,Required
4222,4798,34,Nice-to-have
4223,1152,35,Required
4224,1152,33,Preferred
4225,2120,8,Required
4226,2120,25,Preferred
4227,5540,13,Required
4228,5298,16,Preferred
4229,5298,17,Required
4230,5427,13,Required
4231,4431,34,Required
4232,4431,24,Nice-to-have
4233,912,31,Required
4234,912,19,Preferred
4235,4773,16,Required
4236,4773,19,Preferred
4237,4773,12,Nice-to-have
4238,2211,22,Nice-to-have
4239,2097,25,Nice-to-have
4240,4726,21,Nice-to-have
4241,4518,20,Nice-to-have
4242,1125,20,Required
4243,5402,13,Required
4244,2083,16,Nice-to-have
4245,2083,20,Preferred
4246,2083,26,Preferred
4247,4902,16,Nice-to-have
4248,4902,17,Nice-to-have
4249,2412,20,Nice-to-have
4250,2439,35,Preferred
4251,2439,33,Preferred
4252,5499,31,Nice-to-have
4253,5499,19,Nice-to-have
4254,5380,13,Preferred
4255,568,8,Nice-to-have
4256,568,19,Preferred
4257,568,22,Nice-to-have
4258,1967,20,Required
4259,2292,7,Required
4260,2292,13,Nice-to-have
4261,4838,19,Required
4262,4838,34,Required
4263,601,6,Preferred
4264,601,7,Nice-to-have
4265,4087,19,Preferred
4266,4087,34,Nice-to-have
4267,4551,13,Required
4268,3402,35,Nice-to-have
4269,3402,33,Required
4270,2135,22,Required
4271,2135,25,Nice-to-have
4272,5365,13,Nice-to-have
4273,5394,13,Preferred
4274,4460,34,Preferred
4275,4460,24,Nice-to-have
4276,4829,22,Preferred
4277,2106,24,Required
4278,5349,16,Required
4279,5349,17,Required
4280,4831,24,Nice-to-have
4281,4831,34,Required
4282,2006,22,Required
4283,2367,20,Preferred
4284,5404,13,Nice-to-have
4285,4514,16,Nice-to-have
4286,4514,22,Nice-to-have
4287,140,25,Required
4288,1067,13,Preferred
4289,5420,13,Nice-to-have
4290,4668,13,Required
4291,4466,24,Nice-to-have
4292,4466,34,Preferred
4293,4116,22,Nice-to-have
4294,4116,25,Nice-to-have
4295,5408,35,Preferred
4296,5408,33,Nice-to-have
4297,990,25,Required
4298,910,35,Preferred
4299,910,33,Required
4300,590,20,Required
4301,590,25,Required
4302,590,35,Required
4303,2270,34,Preferred
4304,2270,17,Required
4305,2409,1,Nice-to-have
4306,2409,2,Nice-to-have
4307,817,26,Preferred
4308,1117,35,Nice-to-have
4309,1117,33,Required
4310,2348,28,Nice-to-have
4311,2348,29,Required
